BTC,Bitcoin,0.00002103,0.00000000,0.00002103
ETC,Ethereum Classic,126.65926120,0.00000000,0.39913119
ETH,Ethereum,16.02753892,0.00000000,0.32017861
FCT,Factom,181.62411942,90.95607234,0.70435468
LSK,Lisk,719.91601169,200.00000000,0.30412851
